,Unnamed: 0,Unnamed: 0.1,Event Date 1,Event Date 2,Event-Type 1,Event-Type-health 1,Event-Type-health 2,Event-Type-health 3,Event-Type-health 4,Event-Type-Social 1,Event-Type-Social 2,Event-Type-Social 3,Event-Type-Social 4,Event-Type-Social 5,Event-Type-Social 6,Event-Type-Social 7,Event-Type-Movements 1,Event-Type-Movements 2,Event-Type-Movements 3,Event-Type-Movements 4,Event-Type-Movements 5,Event-Type-Movements 6,Event-Type Security 1,Event-Type Security 2,Event-Type Security 3,Event-Type Security 4,Number of infected migrants,Number of migrant in quarantine,Number of deaths at sea,Number of deaths when crossing borders,Number of rescued people when crossing borders,Number of arrived people by sea,Number of arrived people through boarders,Number of migrants deaths by COVID -19,Number of migrants healed of COVID-19,Number of people deported on sea,Number of people deported through borders,City 1,Latitude-city1_degrees,Latitude-city1_minutes,Latitude-city1_seconds,Latitude-city1_direction,Longitude-city1_degrees,Longitude-city1_minutes,Longitude-city1_seconds,Longitude-city1_direction,City 2,Latitude-city 2_degrees,Latitude-city 2_minutes,Latitude-city 2_seconds,Latitude-city 2_direction,Longitude-city 2_degrees,Longitude-city 2_minutes,Longitude-city 2_seconds,Longitude-city 2_direction,City 3,Latitude-City 3_degrees,Latitude-City 3_minutes,Latitude-City 3_seconds,Latitude-City 3_direction,Longitude-City 3_degrees,Longitude-City 3_minutes,Longitude-City 3_seconds,Longitude-City 3_direction,City 4,Latitude-City 4_degrees,Latitude-City 4_minutes,Latitude-City 4_seconds,Latitude-City 4_direction,Longitude-City 4_degrees,Longitude-City 4_minutes,Longitude-City 4_seconds,Longitude-City 4_direction,Source-Country,Source-date,Source-Type,Language,City,City code,Country
301,115,115,26-04-2020,Health,Social,risk of infections,access to health care,quarantine,,Details on lockdown,jobs,government actions,NGOs actions,,OSC actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,26-04-2020,Written press,English,tripoli,LY-TB,Libya
302,116,116,14-04-2020,,Health,risk of infections,quarantine,access to health care,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,280,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,,,,,,,,,,UK,14-04-2020,Written press,English,tripoli,LY-TB,Libya
303,116,116,14-04-2020,Health,Health,risk of infections,quarantine,access to health care,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,280,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,,,,,,,,,,UK,14-04-2020,Written press,English,tripoli,LY-TB,Libya
304,116,116,14-04-2020,Social,Health,risk of infections,quarantine,access to health care,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,280,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,MT-60-Valletta,35.0,53.0,52,N,14.0,30.0,45,E,,,,,,,,,,UK,14-04-2020,Written press,English,tripoli,LY-TB,Libya
305,117,117,08-05-2020,,Social,risk of infections,access to health care,quarantine,,Details on lockdown,jobs,accomodation,OSC actions,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,08-05-2020,Written press,English,tripoli,LY-TB,Libya
306,117,117,08-05-2020,Social,Social,risk of infections,access to health care,quarantine,,Details on lockdown,jobs,accomodation,OSC actions,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,08-05-2020,Written press,English,tripoli,LY-TB,Libya
307,117,117,08-05-2020,Health,Social,risk of infections,access to health care,quarantine,,Details on lockdown,jobs,accomodation,OSC actions,NGOs actions,government actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,08-05-2020,Written press,English,tripoli,LY-TB,Libya
308,118,118,16-04-2020,,Social,,,,,jobs,accomodation,Details on lockdown,,,,,Arrivals through borders,,,,,,,,,,,,,,62,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,Tunis,TN-11,Tunisia
309,118,118,16-04-2020,Social,Social,,,,,jobs,accomodation,Details on lockdown,,,,,Arrivals through borders,,,,,,,,,,,,,,62,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,Tunis,TN-11,Tunisia
310,118,118,16-04-2020,Movements,Social,,,,,jobs,accomodation,Details on lockdown,,,,,Arrivals through borders,,,,,,,,,,,,,,62,,,,,,,TN-11-Tunis,36.0,48.0,3,N,10.0,10,48,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,Tunis,TN-11,Tunisia
311,119,119,12-04-2020,,Social,risk of infections,access to health care,quarantine,,government actions,NGOs actions,Details on lockdown,jobs,accomodation,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,12-04-2020,Written press,English,tripoli,LY-TB,Libya
312,119,119,12-04-2020,Social,Social,risk of infections,access to health care,quarantine,,government actions,NGOs actions,Details on lockdown,jobs,accomodation,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,12-04-2020,Written press,English,tripoli,LY-TB,Libya
313,119,119,12-04-2020,Health,Social,risk of infections,access to health care,quarantine,,government actions,NGOs actions,Details on lockdown,jobs,accomodation,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,12-04-2020,Written press,English,tripoli,LY-TB,Libya
314,120,120,13-05-2020,,Health,risk of infections,access to health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,13-05-2020,Social media,English,tripoli,LY-TB,Libya
315,120,120,13-05-2020,Health,Health,risk of infections,access to health care,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,13-05-2020,Social media,English,tripoli,LY-TB,Libya
316,121,121,11-05-2020,,Security,,,,,,,,,,,,,,,,,,Arrests/ Smuggling,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,Italy,11-05-2020,Written press,Italian,tripoli,LY-TB,Libya
317,121,121,11-05-2020,Security,Security,,,,,,,,,,,,,,,,,,Arrests/ Smuggling,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia,37.0,35,"59,85",N,14.0,0.0,"55,36",E,,,,,,,,,,,,,,,,,,,Italy,11-05-2020,Written press,Italian,tripoli,LY-TB,Libya
318,122,122,16-04-2020,13-04-2020,Social,risk of infections,access to health care,quarantine,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,322,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,tripoli,LY-TB,Libya
319,122,122,16-04-2020,Social,Social,risk of infections,access to health care,quarantine,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,322,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,tripoli,LY-TB,Libya
320,122,122,16-04-2020,Movements,Social,risk of infections,access to health care,quarantine,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,322,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,tripoli,LY-TB,Libya
321,122,122,16-04-2020,Health,Social,risk of infections,access to health care,quarantine,,Details on lockdown,government actions,OSC actions,NGOs actions,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,322,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,16-04-2020,Written press,English,tripoli,LY-TB,Libya
322,123,123,06-04-2020,,Social,risk of infections,access to health care,,,jobs,government actions,OSC actions,Details on lockdown,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,06-04-2020,Written press,English,tripoli,LY-TB,Libya
323,123,123,06-04-2020,Social,Social,risk of infections,access to health care,,,jobs,government actions,OSC actions,Details on lockdown,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,06-04-2020,Written press,English,tripoli,LY-TB,Libya
324,123,123,06-04-2020,Movements,Social,risk of infections,access to health care,,,jobs,government actions,OSC actions,Details on lockdown,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,06-04-2020,Written press,English,tripoli,LY-TB,Libya
325,123,123,06-04-2020,Health,Social,risk of infections,access to health care,,,jobs,government actions,OSC actions,Details on lockdown,,,,Rescued at sea,Dying in sea,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Germany,06-04-2020,Written press,English,tripoli,LY-TB,Libya
326,124,124,04-04-2020,,Social,risk of infections,,quarantine,,jobs,accomodation,NGOs actions,government actions,OSC actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,04-04-2020,Written press,English,tripoli,LY-TB,Libya
327,124,124,04-04-2020,Social,Social,risk of infections,,quarantine,,jobs,accomodation,NGOs actions,government actions,OSC actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,04-04-2020,Written press,English,tripoli,LY-TB,Libya
328,124,124,04-04-2020,Health,Social,risk of infections,,quarantine,,jobs,accomodation,NGOs actions,government actions,OSC actions,Details on lockdown,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,04-04-2020,Written press,English,tripoli,LY-TB,Libya
329,125,125,11-05-2020,,Social,risk of infections,quarantine,access to health care,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,12-05-2020,Written press,English,tripoli,LY-TB,Libya
330,125,125,11-05-2020,Social,Social,risk of infections,quarantine,access to health care,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,12-05-2020,Written press,English,tripoli,LY-TB,Libya
331,125,125,11-05-2020,Health,Social,risk of infections,quarantine,access to health care,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,12-05-2020,Written press,English,tripoli,LY-TB,Libya
332,126,126,06-04-2020,,Social,risk of infections,access to health care,,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,USA,06-04-2020,Written press,English,tripoli,LY-TB,Libya
333,126,126,06-04-2020,Social,Social,risk of infections,access to health care,,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,USA,06-04-2020,Written press,English,tripoli,LY-TB,Libya
334,126,126,06-04-2020,Health,Social,risk of infections,access to health care,,,jobs,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,USA,06-04-2020,Written press,English,tripoli,LY-TB,Libya
335,127,127,15-04-2020,,Social,risk of infections,access to health care,quarantine,,jobs,Details on lockdown,accomodation,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,22-04-2020,Written press,English,tripoli,LY-TB,Libya
336,127,127,15-04-2020,Social,Social,risk of infections,access to health care,quarantine,,jobs,Details on lockdown,accomodation,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,22-04-2020,Written press,English,tripoli,LY-TB,Libya
337,127,127,15-04-2020,Health,Social,risk of infections,access to health care,quarantine,,jobs,Details on lockdown,accomodation,government actions,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,France,22-04-2020,Written press,English,tripoli,LY-TB,Libya
338,128,128,25-05-2020,,Social,,,,,jobs,Details on lockdown,government actions,OSC actions,,,,Arrival by sea,Departure by sea,,,,,,,,,,,2,,,3400,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,25-05-2020,Written press,English,tripoli,LY-TB,Libya
339,128,128,25-05-2020,Social,Social,,,,,jobs,Details on lockdown,government actions,OSC actions,,,,Arrival by sea,Departure by sea,,,,,,,,,,,2,,,3400,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,25-05-2020,Written press,English,tripoli,LY-TB,Libya
340,128,128,25-05-2020,Movements,Social,,,,,jobs,Details on lockdown,government actions,OSC actions,,,,Arrival by sea,Departure by sea,,,,,,,,,,,2,,,3400,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,13.0,11,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,UK,25-05-2020,Written press,English,tripoli,LY-TB,Libya
341,129,129,05-08-2020,,Movements,,,,,jobs,OSC actions,Details on lockdown,,,,,Departures,,,,,,,,,,,,,62.0,62,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,TN-61-Sfax => Kerkennah,33.0,44,26,N,10.0,45.0,37,E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,English,Sfax,TN-61,Tunisia
342,129,129,05-08-2020,Movements,Movements,,,,,jobs,OSC actions,Details on lockdown,,,,,Departures,,,,,,,,,,,,,62.0,62,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,TN-61-Sfax => Kerkennah,33.0,44,26,N,10.0,45.0,37,E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,English,Sfax,TN-61,Tunisia
343,129,129,05-08-2020,Social,Movements,,,,,jobs,OSC actions,Details on lockdown,,,,,Departures,,,,,,,,,,,,,62.0,62,,,,,,,TN-61-Sfax,34.0,44.0,26,N,10.0,45,37,E,TN-61-Sfax => Kerkennah,33.0,44,26,N,10.0,45.0,37,E,,,,,,,,,,,,,,,,,,,France,08-05-2020,Written press,English,Sfax,TN-61,Tunisia
344,130,130,07-04-2020,,Social,,,,,jobs,Details on lockdown,accomodation,government actions,OSC actions,NGOs actions,,Rescued at sea,Departure by sea,,,,,,,,,,,,,,1000,,,,,,ES-ML-Melilla,33.0,23.0,,N,7.0,8,,W,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,France,19-05-2020,Written press,English,Melilla,ES-ML,Spain
345,130,130,07-04-2020,Social,Social,,,,,jobs,Details on lockdown,accomodation,government actions,OSC actions,NGOs actions,,Rescued at sea,Departure by sea,,,,,,,,,,,,,,1000,,,,,,ES-ML-Melilla,33.0,23.0,,N,7.0,8,,W,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,France,19-05-2020,Written press,English,Melilla,ES-ML,Spain
346,130,130,07-04-2020,Movements,Social,,,,,jobs,Details on lockdown,accomodation,government actions,OSC actions,NGOs actions,,Rescued at sea,Departure by sea,,,,,,,,,,,,,,1000,,,,,,ES-ML-Melilla,33.0,23.0,,N,7.0,8,,W,IT-82-Sicilia => Lampedusa,35.0,31,,N,12.0,35.0,,E,,,,,,,,,,,,,,,,,,,France,19-05-2020,Written press,English,Melilla,ES-ML,Spain
347,131,131,01-04-2020,,Health,infections,access to health care,,quarantine,,,,,,,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,07-05-2020,Written press,English,tripoli,LY-TB,Libya
348,131,131,01-04-2020,Health,Health,infections,access to health care,,quarantine,,,,,,,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,07-05-2020,Written press,English,tripoli,LY-TB,Libya
349,131,131,01-04-2020,Security,Health,infections,access to health care,,quarantine,,,,,,,,,,,,,,Killings,Armed clashes,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,07-05-2020,Written press,English,tripoli,LY-TB,Libya
350,132,132,27-04-2020,,Health,risk of infections,,access to health care,,,,,,,,,Departures,Rescued when crossing borders,,,,,Killings,Kidnap,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,27-04-2020,Written press,English,tripoli,LY-TB,Libya
351,132,132,27-04-2020,Health,Health,risk of infections,,access to health care,,,,,,,,,Departures,Rescued when crossing borders,,,,,Killings,Kidnap,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,27-04-2020,Written press,English,tripoli,LY-TB,Libya
352,132,132,27-04-2020,Movements,Health,risk of infections,,access to health care,,,,,,,,,Departures,Rescued when crossing borders,,,,,Killings,Kidnap,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,27-04-2020,Written press,English,tripoli,LY-TB,Libya
353,132,132,27-04-2020,Security,Health,risk of infections,,access to health care,,,,,,,,,Departures,Rescued when crossing borders,,,,,Killings,Kidnap,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,27-04-2020,Written press,English,tripoli,LY-TB,Libya
354,133,133,01-01-2020,,Health,infections,risk of infections,access to health care,quarantine,,,,,,,,Rescued at sea,Arrival by sea,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
355,133,133,01-01-2020,Health,Health,infections,risk of infections,access to health care,quarantine,,,,,,,,Rescued at sea,Arrival by sea,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
356,133,133,01-01-2020,Movements,Health,infections,risk of infections,access to health care,quarantine,,,,,,,,Rescued at sea,Arrival by sea,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
357,133,133,01-01-2020,Security,Health,infections,risk of infections,access to health care,quarantine,,,,,,,,Rescued at sea,Arrival by sea,,,,,Killings,Armed clashes,,,,,,,,3200,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,13-05-2020,Written press,English,tripoli,LY-TB,Libya
358,134,134,01-03-2020,,Health,infections,risk of infections,quarantine,,Details on lockdown,government actions,jobs,accomodation,,,,Departures,Arrivals through borders,Rescued when crossing borders,,,,,,,,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
359,134,134,01-03-2020,Health,Health,infections,risk of infections,quarantine,,Details on lockdown,government actions,jobs,accomodation,,,,Departures,Arrivals through borders,Rescued when crossing borders,,,,,,,,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
360,134,134,01-03-2020,Movements,Health,infections,risk of infections,quarantine,,Details on lockdown,government actions,jobs,accomodation,,,,Departures,Arrivals through borders,Rescued when crossing borders,,,,,,,,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
361,134,134,01-03-2020,Social,Health,infections,risk of infections,quarantine,,Details on lockdown,government actions,jobs,accomodation,,,,Departures,Arrivals through borders,Rescued when crossing borders,,,,,,,,,,,,6445,,,,,,,LY-MI-Misratah,32.0,22.0,40,N,15.0,5,43975,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,Switzeland,08-05-2020,Written press,English,Misratah,LY-MI,Libya
362,135,135,01-01-2020,29-02-2020,Health,risk of infections,access to health care,quarantine,,jobs,accomodation,Details on lockdown,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
363,135,135,01-01-2020,Health,Health,risk of infections,access to health care,quarantine,,jobs,accomodation,Details on lockdown,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
364,135,135,01-01-2020,Social,Health,risk of infections,access to health care,quarantine,,jobs,accomodation,Details on lockdown,OSC actions,,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,LY-MI-Misratah,32.0,22,40,N,15.0,5.0,"24,5",E,,,,,,,,,,,,,,,,,,,Switzeland,21-04-2020,Written press,English,tripoli,LY-TB,Libya
365,136,136,29-04-2020,,Health,risk of infections,quarantine,access to health care,infections,jobs,Details on lockdown,accomodation,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
366,136,136,29-04-2020,Health,Health,risk of infections,quarantine,access to health care,infections,jobs,Details on lockdown,accomodation,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
367,136,136,29-04-2020,Social,Health,risk of infections,quarantine,access to health care,infections,jobs,Details on lockdown,accomodation,OSC actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,86",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,USA,29-04-2020,Written press,English,tripoli,LY-TB,Libya
368,137,137,04-04-2020,,Health,risk of infections,quarantine,infections,access to health care,jobs,accomodation,Details on lockdown,OSC actions,government actions,NGOs actions,,,,,,,,,,,,,,,,,,,,,,,LY-TB-Tarabulus,32.0,52.0,"32,68",N,7.0,8,"14,68",E,,,,,,,,,,,,,,,,,,,,,,,,,,,,International,04-04-2020,Written press,English,tripoli,LY-TB,Libya
